source_file,filer_ein,filer_organization_name,tax_period_begin,tax_period_end,formation_year,foundation_address_line1,foundation_address_line2,foundation_city,foundation_state,foundation_zip,foundation_phone,foundation_website,legal_domicile_state,total_assets_boy,total_assets_eoy,total_liabilities_eoy,net_assets_eoy,fair_market_value_eoy,total_revenue,total_expenses,investment_income,distributable_amount,total_distributions,undistributed_income,is_private_operating_foundation,is_501c3,mission_description
202530159349100763_public.xml,236791280,BROOKE AND INGE LESSIG T W AMER CNCR,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,853024,815563,0,,1060403,,,,,52917,,false,,
202530159349100803_public.xml,237948670,GAIL E GASS MILLER TRUST,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,1090588,1082762,0,,1276628,,,,,56533,,false,,
202530159349100808_public.xml,237237919,The Eugene McDermott Foundation,2023-09-01,2024-08-31,,1937 Malone Cliff View,,Dallas,TX,75208,2148550670,,,210882052,165197833,0,,249573652,,,,,60892090,,false,,
202530159349100853_public.xml,566036029,TW OXFORD ORPHANAGE JN,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,6108434,6076882,0,,7175875,,,,,309348,,false,,
202530159349100858_public.xml,236404248,FRANK JAMES GRAND LODGE RES T W,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,143627,140502,0,,167882,,,,,7496,,false,,
202530159349100863_public.xml,956819218,ROBERT E CLARKE TRUST,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,3059973,3013841,0,,3632003,,,,,163885,,false,,
202530159349100903_public.xml,236240579,HOOBER J FBO LUTH SEM IR TUA,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,113056,111655,0,,131077,,,,,6475,,false,,
202530159349100908_public.xml,236260437,HOLCOMB JOHN E JEANES HOSP,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,23052,22810,0,,26984,,,,,1178,,false,,
202530159349100953_public.xml,566036060,EMMA MILLER CRUTE TR FBO MILLER ENDO,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,90258,87635,0,,105351,,,,,7726,,false,,
202530159349101003_public.xml,956819025,CE TOBERMAN TRUST,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,94983,93942,0,,112697,,,,,6334,,false,,
202530159349101053_public.xml,946746767,FRIENDS OF THE SACRED HEART,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,135152,127335,0,,122208,,,,,6419,,false,,
202530159349101058_public.xml,371798978,The Charis Foundation Inc,2023-01-01,2023-12-31,,885 Penniman Ave Suite 6426,,Plymouth,MI,48170,3053797000,,,201619,4921280,7649863,,4921280,,,,,73000,,false,,
202530159349101063_public.xml,873613191,Lan & Jing Foundation,2022-11-01,2023-10-31,,2816 High Sail Ct,,Las Vegas,NV,89117,4089962002,,,398312,1026431,15000,,1026431,,,,,13100,,false,,
202530169349100003_public.xml,411312086,Jim & Yvonne Sexton Family Foundation,2023-12-01,2024-11-30,,5890 Town Hall Dr,,Loretto,MN,55357,7634320852,,,7451521,7122323,0,,20745524,,,,,803500,,false,,
202530169349100008_public.xml,481070866,WILLIAM PRESTON & BELVAH MCFADDEN,2023-07-01,2024-06-30,,PO BOX B,,PAOLA,KS,66071,6203653125,,,1359863,1381930,0,,1379858,,,,,51775,,false,,
202530169349100013_public.xml,113220586,Learning Institute For Employability Inc,2023-01-01,2023-12-31,,98-40 57Th Avenue,,Elmhurst,NY,11368,7722148887,,,0,0,0,,0,,,,,0,,false,,
202530169349100103_public.xml,474175954,HALSTED A&A FOUNDATION,2023-06-01,2024-05-31,,2401 N HALSTED ST 200,,CHICAGO,IL,606142451,2062814444,,,77627898,89692726,50361,,89692726,,,,,508558,,1,,
202530169349100108_public.xml,475581127,SAM BARGA MEMORIAL FOUNDATION,2023-11-01,2024-10-31,,5253 PALESTINE UNION CITY RD,,GREENVILLE,OH,45331,9375485745,,,8393,6384,0,,6384,,,,,2500,,true,,
202530169349100113_public.xml,382969021,MASTERWORKS MUSIC MINISTRIES,2024-01-01,2024-12-31,,6630 WINDJAMMER PL,,LAKEWOOD RANCH,FL,34202,2486897550,,,10843,12674,0,,12674,,,,,13492,,false,,
202530169349100118_public.xml,933792906,BEVERLY 400,2023-10-19,2024-09-30,,29 KERNWOOD AVENUE,,BEVERLY,MA,01915,9783141892,,,0,7270,0,,7270,,,,,,,false,,
202530169349100203_public.xml,201710279,Blue Water Springs Park & Recreation Inc,2022-10-01,2023-09-30,,PO Box 238,,Toney,AL,35773,6152561111,,,42023,14062,0,,0,,,,,,,false,,
202530169349100208_public.xml,825255529,COGITANDUM INC,2023-04-01,2024-03-31,,142 REVOLUTIONARY ROAD,,SCARBOROUGH,NY,10510,8454855510,,,2383848,3309076,0,,3335597,,,,,98189,,false,,
202530169349100303_public.xml,205209830,500 Museum of Wheels Inc,2023-06-01,2024-05-31,,5720 Idle Creek Lane,,Terre Haute,IN,47802,3173834000,,,1527841,1471318,0,,1640816,,,,,91980,,false,,
202530169349100308_public.xml,846289135,BAILEY CHARITABLE TRUST,2023-09-01,2024-08-31,,ALPINE BANK WEALTH MGMT PO BOX 1150,,GRAND JUNCTION,CO,815021150,9702455627,,,2893033,2887493,0,,3446035,,,,,160099,,false,,
202530169349100313_public.xml,366616802,ELSIE KOHEN NON-EXEMPT CHARITABLE TR QUAD,2023-04-01,2024-03-31,,3551 7TH STREET,,MOLINE,IL,61265,,,,528212,523890,0,,613084,,,,,28182,,false,,
202530169349100318_public.xml,465762461,JOSEPH RICHARD CURRIER CHARITABLE FOUNDATION INC,2023-01-01,2023-12-31,,151 MARIETTA AVENUE,,PASSAIC,NJ,07055,2013430008,,,1317184,2604895,0,,2604895,,,,,,,false,,
202530169349100323_public.xml,320505624,THE OLDFIELD FAMILY FOUNDATION,2023-09-01,2024-08-31,,9245 Activity Road 205,,SAN DIEGO,CA,92126,7604711100,,,38388,25772,0,,25772,,,,,12616,,false,,
202530169349100403_public.xml,463948108,WALLACE EAKES CHARITABLE FOUNDATION,2023-01-01,2023-12-31,,PO BOX 149,,KURE BEACH,NC,28449,9547315555,,,4836436,4321144,0,,4981068,,,,,260560,,false,,
202530169349100408_public.xml,882997206,NC Diamond Sports Group Inc,2024-01-01,2024-12-31,,2846 Jordan Pointe Blvd,,New Hill,NC,27562,,,,9337,7850,7850,,7850,,,,,0,,false,,
202530169349100413_public.xml,426418269,FLORENCE POTTER SCHOLARSHIP TRUST,2023-11-01,2024-10-31,,PO BOX 928,,BURLINGTON,IA,52601,3197532000,,,95421,95585,0,,111844,,,,,2535,,false,,
202530169349100503_public.xml,742368887,RHEMA FOUNDATION,2023-12-01,2024-11-30,,339 RIDGEMONT AVE,,SAN ANTONIO,TX,78209,2103412581,,,13303,0,0,,0,,,,,1670,,0,,
202530169349100603_public.xml,621663934,GOODLETT FOUNDATION,2023-10-01,2024-09-30,,1779 KIRBY PARKWAY 1 SUITE 223,,MEMPHIS,TN,38138,9017613003,,,4416457,4793509,0,,10226306,,,,,442289,,0,,
202530169349100608_public.xml,996350328,FRANCES LYONS CEMETERY TR 10271972 1215640203,2023-12-28,2023-12-31,,P O BOX 2161,,GLENS FALLS,NY,12801,4126447800,,,,771817,0,,1149858,,,,,55626,,false,,
202530169349100613_public.xml,850465381,SCOTT FAMILY FOUNDATION INC,2023-09-01,2024-08-31,,PO BOX 625,,CORRALES,NM,870480625,5058977382,,,1214175,2195494,0,,2436868,,,,,94500,,false,,
202530169349100703_public.xml,920258200,THE MAUREEN TARASCIO FAMILY FOUNDATION,2023-01-01,2023-12-31,,8100 REPUBLIC AIRPORT,,FARMINGDALE,NY,11735,2123813111,,,0,17365,0,,17365,,,,,32500,,0,,
202530169349100708_public.xml,593143622,LOIS HOLT FOUNDATION OF CENTRAL FLORIDA,2023-07-01,2024-06-30,,3020 CORRINE DRIVE,,ORLANDO,FL,32803,4077886898,,,932626,908844,0,,980871,,,,,37550,,0,,
202530169349100713_public.xml,850710188,Singh Foundation,2023-07-01,2024-06-30,,7 Taylor Rd,,Short Hills,NJ,07078,8482355405,,,8393,82487,0,,82487,,,,,68532,,0,,
202530169349100808_public.xml,853321278,JJH EDUCATION FOUNDATION,2023-09-01,2024-08-31,,144 LONG FENCE,,Irvine,CA,92602,6262464849,,,5022,5552,6232,,5552,,,,,,,false,,
202530169349100813_public.xml,371563760,CHRIS AND LIZ PASCALE FAMILY FOUNDATION,2023-03-01,2024-02-29,,440 PARKWOOD LANE,,ENCINITAS,CA,92024,7604711100,,,193240,181254,2951,,181254,,,,,10180,,false,,
202530179349100003_public.xml,236276160,PERILSTEIN FOUNDATION,2023-11-01,2024-10-31,,261 OLD YORK RD STE 702,,Jenkintown,PA,19046,,,,155423,152855,0,,183216,,,,,11420,,false,,
202530179349100008_public.xml,852538511,HAWAII INSTITUTE OF FOOD TECHNOLOGISTS,2023-09-01,2024-08-31,,1955 EAST-WEST RD,,HONOLULU,HI,968222348,,,,11851,11454,0,,0,,,,,0,,false,,
202530179349100013_public.xml,271756118,DOW JONES FOUNDATION,2023-07-01,2024-06-30,,1211 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,8569855688,,,59820,59058,0,,59058,,,,,1300762,,false,,
202530179349100018_public.xml,453455653,GUILFORD HOUSTON SMITH JR CHARITABLE,2023-10-01,2024-09-30,,9021 PARK CREST ROAD,,VESTAVIA HILLS,AL,35242,2514106700,,,3346351,3275405,0,,3252210,,,,,158921,,0,,
202530179349100023_public.xml,926410728,HASHEM CHARITABLE TRUST,2023-03-01,2024-02-29,,JAY FUCHS TRUSTEE 636 CHURCH AVE,,WOODMERE,NY,11598,5165938080,,,,9601013,0,,10508459,,,,,546344,,false,,
202530179349100028_public.xml,932054520,YPO GOLD PASADENA,2023-06-29,2023-06-30,,180 S LAKE AVE 440,,PASADENA,CA,91101,8183773300,,,,0,0,,0,,,,,,,false,,
202530179349100033_public.xml,366028440,MARGUERITE LISTEMAN WELFARE FUND,2023-09-01,2024-08-31,,THE NORTHERN TRUST COMPANY,,PO BOX CHICAGO,IL,60680,3128792000,,,293529,287644,0,,391199,,,,,14568,,false,,
202530179349100103_public.xml,822987696,TOPEKA WEST JROTC BOOSTER CLUB,2023-08-01,2024-07-31,,PO BOX 67191,,TOPEKA,KS,666670191,,,,5829,8905,0,,8906,,,,,0,,false,,
202530179349100108_public.xml,330470084,CHILDRENS ADVOCACY INSTITUTE-CHILD WELFARE,2023-09-01,2024-08-31,,USD School of Law 5998 ALCALA PARK,,SAN DIEGO,CA,921108001,,,,37147,40089,0,,117318,,,,,1944,,false,,
202530179349100113_public.xml,061332352,LAURA NORTON FUND,2023-10-01,2024-09-30,,1408 PALISADES LN,,DELAND,FL,327247006,,,,12122,12608,0,,12608,,,,,15486,,false,,
202530179349100118_public.xml,376267647,UNITED CHURCH OF CHRIST TRUST UW OF,2023-10-01,2024-09-30,,328 S MCCOY ST,,GRANVILLE,IL,61326,8153396630,,,46508,43114,0,,98950,,,,,7475,,false,,
202530179349100123_public.xml,271173211,STEPHEN AND AEGEAN FAMILY FOUNDATION,2023-10-01,2024-09-30,,7136 GOLDEN GATE DRIVE,,SAN JOSE,CA,95129,4083929977,,,224014,229346,3857,,229346,,,,,2168,,false,,
202530179349100128_public.xml,316455677,TR UW EDGAR K SPRINGMAN SCHL FD,2023-10-01,2024-09-30,,PO BOX 630858,,CINCINNATI,OH,452630858,6142327288,,,827963,813806,0,,1047308,,,,,49133,,false,,
202530179349100203_public.xml,862236741,Chapter 29 National Montford Point Marine Association Inc,2023-01-01,2023-12-31,,PO Box 2463,,Jacksonville,FL,32203,,,,13708,16017,0,,16017,,,,,0,,true,,
202530179349100208_public.xml,351995773,BURSARS OF THE AAU,2023-10-01,2024-09-30,,128 MEMORIAL MALL DRIVE ROOM 194,,West Lafayette,IN,479072040,,,,4246,3143,0,,3143,,,,,23453,,false,,
202530179349100213_public.xml,463797622,JEAN-ABRAHAM PY MEMORIAL FOUNDATION INC,2023-01-01,2023-12-31,,c/o 76 BEDFORD STREET STE 38,,LEXINGTON,MA,02420,7818630610,,,122609,122609,0,,122609,,,,,,,false,,
202530179349100218_public.xml,316391898,IRR TR UA CLARA M HUENEFELD,2023-10-01,2024-09-30,,PO BOX 630858,,CINCINNATI,OH,452630858,6142327288,,,109203,104184,0,,132671,,,,,7145,,false,,
202530179349100303_public.xml,256067046,MYERS FOUNDATION,2023-11-01,2024-10-31,,1438 STONE HILL RD,,Warren,PA,16365,,,,102758,100121,0,,149771,,,,,9000,,false,,
202530179349100308_public.xml,364511585,ALPHA PHI ALPHA MEMPHIS EDUCATION FOUNDATION INC,2023-09-01,2024-08-31,,4122 BARTON DR,,MEMPHIS,TN,381165821,,,,436598,492271,258000,,492270,,,,,19150,,false,,
202530179349100313_public.xml,260291936,THOMAS INTERNATIONAL FOUNDATION INC,2023-03-01,2024-02-29,,435 N SPRUCE ST,,ELIZABETHTOWN,PA,17022,7177663555,,,53491,40095,0,,40095,,,,,128870,,true,,
202530179349100318_public.xml,273097971,G L VITALE FAMILY FOUNDATION,2023-07-01,2024-06-30,,200 N LINWOOD ROAD PO BOX 509,,GALESBURG,IL,61401,3097132812,,,849787,780570,0,,867983,,,,,120000,,0,,
202530179349100323_public.xml,930771815,Merle & Ellen Morgan Gift Fund,2023-11-01,2024-10-31,,521 SW Clay Street,,Portland,OR,97201,5037096035,,,1426878,1378063,0,,1469238,,,,,68850,,false,,
202530179349100328_public.xml,201981733,SC COMMUNITY CORPORATION,2023-07-01,2024-06-30,,1410 2ND STREET SUITE 200,,SANTA MONICA,CA,90401,3178485700,,,6630,5944,29132,,5941,,,,,0,,0,,
202530179349100333_public.xml,616489656,WALLACE AND JOYCE HAGEDORN SCHOLARSHIP FD,2023-10-01,2024-09-30,,PO BOX 630858,,CINCINNATI,OH,452630858,4126447407,,,8788670,8680287,0,,10498447,,,,,472520,,false,,
202530179349100403_public.xml,881790628,Al Peterson Memorial Fund Inc,2023-01-01,2023-12-31,,6 Dunlap Dr,,Bedford,NH,03110,,,,2086,3029,0,,3029,,,,,22000,,true,,
202530179349100408_public.xml,932928544,Inland Northwest Highland Dance Inc,2023-09-01,2024-08-31,,4672 Magrath Dr,,Coeur D Alene,ID,83815,,,,0,1854,0,,1854,,,,,3949,,false,,
202530179349100413_public.xml,046923387,Cogan Family Foundation,2023-09-01,2024-08-31,,Choate LLP PO Box 961019,,Boston,MA,02196,2078792100,,,24935419,26418060,0,,26418060,,,,,1457761,,0,,
202530179349100503_public.xml,932621158,DUMMY ACADEMY,2023-08-01,2024-07-31,,16612 NE 117TH CT,,REDMOND,WA,980522328,,,,0,0,0,,0,,,,,0,,true,,
202530179349100508_public.xml,832617537,INLAND EMPIRE AAU KARATE,2023-09-01,2024-08-31,,1233 SYCAMORE ST,,CLARKSTON,WA,99403,,,,54189,53194,4499,,0,,,,,0,,false,,
202530179349100513_public.xml,146102644,THE SLINGERLAND FOUNDATION,2023-07-01,2024-06-30,,PO BOX 1802,,PROVIDENCE,RI,029011802,5184599205,,,1397899,1380193,0,,1731950,,,,,84471,,0,,
202530179349100518_public.xml,922115345,Mermaid Alliance Corporation,2023-01-01,2023-12-31,,955 Pich Fork DR,,Windsor,CO,80550,9704022170,,,,45554,0,,0,,,,,,,false,,
202530179349100523_public.xml,133073031,MONA BISMARCK AMERICAN CENTER FOR ART,2024-01-01,2024-09-04,,5 COLUMBUS CIR 710,,NEW YORK,NY,10019,2122862600,,,3986388,0,0,,0,,,,,29182051,,0,,
202530179349100528_public.xml,881156087,S H STEM PTO,2023-01-01,2023-12-31,,2905 E TRAVIS ST,,MARSHALL,TX,756724550,,,,18481,22322,0,,0,,,,,0,,true,,
202530179349100603_public.xml,251691616,Citizens Against Racism in Erie,2023-01-01,2023-12-31,,104 E 30TH ST,,ERIE,PA,16504,,,,0,0,0,,0,,,,,0,,true,,
202530179349100608_public.xml,845142972,STREETZ CREATIONS STUDIOZ INC,2023-01-01,2023-12-31,,1420 OGLETHORPE AVE SW,,ATLANTA,GA,303102551,6786502878,,,0,0,0,,0,,,,,0,,true,,
202530179349100613_public.xml,376267645,WILLIAM I TYLER TRUST UW FBO POST,2023-10-01,2024-09-30,,328 S MCCOY STREET,,GRANVILLE,IL,61326,8153396630,,,31428,30007,0,,33388,,,,,1968,,false,,
202530179349100703_public.xml,921481966,THE GRECO FOUNDATION INC,2022-01-01,2022-12-31,,80 Exchange St,,Binghamton,NY,13901,,,,0,297500,0,,0,,,,,0,,false,,
202530179349100708_public.xml,770466596,MENDED WINGS FOUNDATION,2023-09-01,2024-08-31,,195 Loma Alta Ave,,Los Gatos,CA,95030,,,,12300,12300,0,,12300,,,,,16108,,false,,
202530179349100713_public.xml,311799543,CLARA J SZEKELY FOUNDATION INC,2023-07-01,2024-06-30,,C/O BARRY SHER 884 WEST END AVE 2,,NEW YORK,NY,10025,2129442800,,,441961,398303,35000,,551337,,,,,30000,,false,,
202530179349100718_public.xml,823190985,GALAXY FOUNDATION,2023-10-01,2024-09-30,,14594 SOBEY OAKS CT,,SARATOGA,CA,95070,4083929977,,,495051,599306,1334,,770124,,,,,31464,,false,,
202530179349100723_public.xml,836063053,J & E MCCARTHY CHARITABLE TRUST,2023-09-01,2024-08-31,,25 B MAIN STREET,,LENOX,MA,01240,5137748805,,,286998,277275,0,,434674,,,,,20276,,false,,
202530179349100803_public.xml,680048938,MARILYN SINK MEMORIAL SWIM FUND,2023-08-01,2024-07-31,,PO BOX 577,,CLOVERDALE,CA,95425,7078945241,,,142035,137550,7500,,137550,,,,,0,,false,,
202530179349100808_public.xml,481191169,THE RAKICH FAMILY,2024-01-01,2024-12-31,,7490 LITTLE LANE 501,,NAPLES,FL,34105,6106660450,,,640209,644260,0,,147100,,,,,7450,,false,,
202530179349100953_public.xml,746076511,THE LILLIAN KAISER LEWIS FOUNDATION,2023-10-01,2024-09-30,,PO BOX 2845,,HOUSTON,TX,77252,7136550163,,,1210329,1276678,0,,2198249,,,,,115032,,false,,
202530179349100958_public.xml,366136148,SMAIL FAMILY FOUNDATION,2023-07-01,2024-06-30,,101 YALE CT,,Glenview,IL,60026,7078887767,,,1066124,1077074,0,,1344177,,,,,66102,,false,,
202530189349100003_public.xml,256677348,VIRGINIA MILLER DEKLE FOUNDATION MARY COLLEGE,2023-09-01,2024-08-31,,626 COMMERCE DRIVE - 3RD FLOOR,,AMHERST,NY,14228,8043446000,,,162378,157461,0,,193616,,,,,8700,,false,,
202530189349100103_public.xml,256677347,VIRGINIA DEKLE TW FBO ATHENS COLLEGE,2023-09-01,2024-08-31,,626 COMMERCE DRIVE - 3RD FLOOR,,AMHERST,NY,14228,8043446000,,,164585,159433,0,,196288,,,,,9000,,false,,
202530189349100203_public.xml,873349029,IOANNIS AND EVELINA SKARIBAS FOUNDATION,2023-10-01,2024-09-30,,3601 AMHERST ST,,HOUSTON,TX,77005,2817930603,,,18451,13701,0,,13701,,,,,,,false,,
202530189349100303_public.xml,042714929,WILLIAM HAROLD FRANCIS AUSTIN TRUST UW CHARI,2023-08-01,2024-07-31,,125 HIGH ST STE 901 BOS-301,,BOSTON,MA,02110,4014573839,,,699691,699155,0,,899958,,,,,56811,,false,,
202530189349100503_public.xml,166176890,H F & F H GIRVIN TRUST UW FBO ST COLLEGE OF,2023-10-01,2024-09-30,,626 COMMERCE DRIVE - 3RD FLOOR,,AMHERST,NY,14228,8043446000,,,997061,994906,0,,1249619,,,,,45280,,false,,
202530189349100603_public.xml,043375373,MORSE MARTHA FOUNDATION CS MARSHALL ESQ,2023-04-01,2024-03-31,,1100 NORTH MARKET STREET,,WILMINGTON,DE,198900001,8043446000,,,1834660,1736867,0,,3187334,,,,,331014,,false,,
202530189349100803_public.xml,931553158,GLOBAL COMPASSION,2024-01-01,2024-12-31,,10508 AIRLINE STE C,,HOUSTON,TX,77037,2814484902,,,,0,0,,0,,,,,,,false,,
202530189349100903_public.xml,882355379,LINKS BUILDING BRIDGES FOR CHILDREN,2022-01-01,2022-12-31,,1762 E Sahuaro Blossom Place,,Tucson,AZ,85718,5202406200,,,,1138,0,,0,,,,,,,false,,
202530199349100403_public.xml,852930901,CHILL MAMAS A NJ NONPROFIT CORPORATION,2023-09-01,2024-08-31,,63 BRIARWOOD DR E,,Warren,NJ,07059,2122337016,,,3849,7057,0,,7057,,,,,,,false,,
202530209349100003_public.xml,116024076,NATIONAL SOCIETY OF THE DAUGHTERS OF THE,2023-05-01,2024-04-30,,C/O B BRAYSON 50 PARSNIP POND RD,,LAKE GROVE,NY,11755,6312832370,,,466208,454254,0,,503475,,,,,32792,,false,,
202530209349100008_public.xml,872513717,GMFL2022 Inc,2023-01-01,2023-12-31,,12404 Danby Ct,,Tampa,FL,33626,8137898075,,,2827,0,0,,0,,,,,,,false,,
202530209349100103_public.xml,923139987,PROJECT DOWNTOWN SFL INC,2023-01-01,2023-12-31,,15757 PINES BLVD Ste 250,,PEMBROKE PINES,FL,33027,9543308191,,,,0,0,,0,,,,,,,false,,
202530209349100108_public.xml,136062709,Frank and Janina Petschek Foundation,2023-09-01,2024-08-31,,6541 Brooks Place,,Falls Church,VA,22044,,,,785444,773209,0,,2494896,,,,,38750,,false,,
202530209349100113_public.xml,880718222,Shelter Island For All Inc,2023-01-01,2023-12-31,,PO BOX 1355,,Shelter Island Heights,NY,11965,4155252807,,,67,21812,1,,0,,,,,,,false,,
202530209349100118_public.xml,446007588,LEROY MCCREERY - GERTRUDE YANCY TRUST,2023-10-01,2024-09-30,,PO BOX 419248,,KANSAS CITY,MO,641416248,,,,719364,751675,0,,1062543,,,,,51075,,false,,
202530209349100123_public.xml,475236823,JCAE Family Foundation,2023-09-01,2024-08-31,,45154 Imnaha Ct,,Fremont,CA,94539,4089962002,,,174786,172134,4895,,366417,,,,,12312,,true,,
202530209349100203_public.xml,810748321,C Wang & Kuo Foundation,2023-12-01,2024-11-30,,23727 Falcons View Dr,,Diamond Bar,CA,91765,4089962002,,,65955,62830,0,,62830,,,,,3125,,false,,
202530209349100208_public.xml,866071658,GODDARD CRIPPLED CH AZ TW XXXXX5001,2023-10-01,2024-09-30,,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,1536309,1506371,0,,2308381,,,,,92101,,false,,
202530209349100303_public.xml,651032895,MICHAEL & MERLE ORLOVE FAMILY,2023-01-01,2023-12-31,,2600 ISLAND BLVD PH 2,,AVENTURA,FL,33160,3059959600,,,332330,407998,0,,301478,,,,,399183,,0,,
202530209349100308_public.xml,920353316,DIGNITY IN MOTION,2022-09-16,2023-01-31,,924 SHERIDAN DR,,KALAMAZOO,MI,49001,2693840219,,,0,0,0,,0,,,,,0,,0,,
202530209349100403_public.xml,206687024,The Stu and Betsy Reese Family,2023-01-01,2023-12-31,,1625 Ludlow Road,,Marco Island,FL,34145,2393947502,,,1217140,1243799,0,,1700152,,,,,69600,,false,,
202530209349100408_public.xml,271046875,DR DUDLEY WYSONG SCHOLARSHIP CHARITABLE,2023-09-01,2024-08-31,,15502 ROWLETTA ROAD,,LAMONTE,MO,65337,6608271824,,,7796,6969,3000,,0,,,,,4000,,false,,
202530209349100503_public.xml,831487048,GREAT LAKES PERFORMANCE,2024-01-01,2024-12-31,,4581 HOMESTEAD LN,,PORTAGE,MI,49024,2696859675,,,0,0,0,,0,,,,,,,,,
202530209349100508_public.xml,746279093,ZILPAH COUSINS HUMANE SOCIETY 1554-1115004341,2023-12-01,2024-11-30,,701 POYDRAS STREET STE 3100,,NEW ORLEANS,LA,701397727,8662974127,,,182766,176867,0,,208284,,,,,9860,,false,,
202530209349100513_public.xml,731652386,CHUN-CHENG CHENG CHARITABLE AND EDUCATIONAL FOUNDATION,2023-08-01,2024-07-31,,16711 SOUTHERN OAKS DR,,HOUSTON,TX,77068,,,,221143,232602,628,,223302,,,,,0,,false,,
202530209349100603_public.xml,853366053,Ada R Carmon Foundation Inc,2023-10-01,2024-09-30,,10 Tallman Lane,,Somerset,NJ,08873,,,,193784,262020,0,,262020,,,,,16206,,true,,
202530209349100608_public.xml,161525643,CHARLES D & MARY A BAUER,2023-09-01,2024-08-31,,174 NLONG STREET,,WILLIAMSVILLE,NY,14221,7166327897,,,12686960,12602043,0,,19118621,,,,,468808,,false,,
202530209349100613_public.xml,872279906,Tianmin Family Foundation Inc,2023-08-01,2024-07-31,,25 Silvers Ln N,,Cranbury,NJ,08512,4089962002,,,136857,142343,0,,162334,,,,,5265,,false,,
202530209349100703_public.xml,262249452,ST THOMAS GREEK ORTHODOX CHURCH,2023-01-01,2023-12-31,,621 MERCER STREET,,CHERRY HILL,NJ,08002,8567688801,,,4348574,4229644,2694509,,5700764,,,,,0,,true,,
202530209349100708_public.xml,320516960,CAVALIER ATHLETIC ASSOCIATION,2023-01-01,2023-12-31,,400 TRAVIS STREET 1700,,SHREVEPORT,LA,71101,3182228367,,,7877,3,0,,3,,,,,106408,,0,,
202530209349100903_public.xml,204814176,CORNERSTONE FOUNDATION THE,2024-01-01,2024-12-31,,6 D A WIEDER BOULEVARD - ROOM 201,,MONROE,NY,109509111,2123023400,,,1987,747,0,,747,,,,,1000,,false,,
202530209349101103_public.xml,486274160,LAWRENCE R NELL TRUST,2023-10-01,2024-09-30,,C/O COMMERCE BANK PO BOX 637,,WICHITA,KS,672010637,,,,479471,461189,0,,570890,,,,,34599,,false,,
202530219349100103_public.xml,882507249,ASHLEY COUNTY GO RED,2023-01-01,2023-12-31,,190 ASHLEY ROAD 76,,HAMBURG,AR,71646,8703643803,,,0,0,0,,0,,,,,,,false,,
202530219349100108_public.xml,832726135,BRIAN & JOO WON KASER FAMILY,2023-10-01,2024-09-30,,16105 CENTURY STREET,,OVERLAND PARK,KS,66221,9134926008,,,2084217,2364599,0,,2364599,,,,,109000,,0,,
202530219349100203_public.xml,854254049,THE CATAPULT FOUNDATION,2023-10-01,2024-09-30,,16357 E ABERDEEN AVE,,CENTENNIAL,CO,80016,5206209851,,,362044,352217,3545,,330355,,,,,36456,,true,,
202530219349100208_public.xml,821870919,HELICOPTERS FOR HEROES,2023-01-01,2023-12-31,,9219 VISCOUNT ROW,,DALLAS,TX,75247,2149229727,,,434444,411854,28551,,433610,,,,,415216,,0,,
202530219349100213_public.xml,256357284,BLAIR M H TW BETHESDA MEMORIAL HOSP,2023-10-01,2024-09-30,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,741908,723627,0,,859638,,,,,37137,,false,,
202530219349100218_public.xml,236674547,ELMER W FORREST TRUST,2023-10-01,2024-09-30,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,363744,353102,0,,433673,,,,,19553,,false,,
202530219349100308_public.xml,396058301,TAYLOR FAMILY FOUNDATION,2023-01-01,2023-12-31,,517 MAST DRIVE,,BRADENTON,FL,34208,9082726200,,,12400189,13539550,2507,,13539550,,,,,744690,,0,,
202530219349100313_public.xml,480894862,FRANK L CARNEY CHARITABLE TRUST,2022-07-01,2023-06-30,,1607 N ROCKY CREEK CT,,WICHITA,KS,67230,3166871888,,,16627,11678,0,,18735,,,,,14710,,0,,
